chinese,english,unsloth/Qwen2-0.5B-Instruct-bnb-4bit-run-1,unsloth/Qwen2-0.5B-Instruct-bnb-4bit-run-1(finetuned),unsloth/Qwen2-1.5B-Instruct-bnb-4bit-run-1,unsloth/Qwen2-1.5B-Instruct-bnb-4bit-run-1(finetuned),unsloth/Qwen2-0.5B-Instruct-bnb-4bit,unsloth/Qwen2-0.5B-Instruct-bnb-4bit(finetuned),unsloth/Qwen2-1.5B-Instruct-bnb-4bit,unsloth/Qwen2-1.5B-Instruct-bnb-4bit(finetuned),unsloth/Qwen2-0.5B-Instruct,unsloth/Qwen2-0.5B-Instruct(finetuned),unsloth/Qwen2-1.5B-Instruct,unsloth/Qwen2-1.5B-Instruct(finetuned)
那僧笑道：“你放心！,'Don't you worry about him!' replied the monk with a laugh.,"He said, ""Don't worry!",Of course not!' said the monk.,"The monk smiled and said, ""Don't worry!""","You can rest assured,' said the monk.","That monk said to him, ""Don't worry!",The monk laughed. 'Never fear!,"The monk smiled and said, ""Don't worry!""",Don't worry!' said the monk.,"Sure, that is true.","I'm sure you're not to worry,' said the monk with a laugh.","The monk laughed: ""Don't worry!""","You can rest assured,' said the monk."
那位大嫂就把她捆起来，先捆紧双手，再把绳子在脖子和胳膊上扣住。,"The woman tied her up, starting from her hands and then running the rope over her neck and arms to make a knot.",The lady then tied her hands together and put a rope around her neck and arms.,"The nurse tied her up with a pair of gloves, so she had no choice but to put her hands behind her backs and bind them tight with the rope, which she kept over her head.","The aunt tied her up first by binding her hands tightly, then fastening the rope around her neck and arms.","The woman bent her over a table, face down, and tied her hands behind her back with the rope first around her wrists and then around her neck and shoulders.",The lady that I am speaking of is bound with her hands tightly and then ties a string around her neck and arms.,"The nurse tied her up with raw hands, then tightened it around everything except its arms and legs, which she nailed down to the ground.","The aunt tied her up and first tied her hands tightly, then fastened the rope around her neck and arms.","The woman bent over the table and tied her as she had said she would. First securing her hands under her arms, she brought the rope wraps around her neck and shoulders.","The lady was tied up tightly around her hands first, then she tied a rope over her neck and arms.","The nurse tied her up with raw hands, then tightened it around her neck and passed a string of loops over her arms.","The aunt tied her up first, fastening her hands tightly before tying the rope around her neck and arms.",The womanhood then tied her hands tightly together and tightened the rope around her throat and neck until she could hardly breathe.
宝玉在麝月身后，麝月对镜，二人在镜内相视而笑。,Bao-yu was standing behind Musk as she sat looking at herself in the mirror. Their eyes met in the glass and they both laughed.,宝玉站在麝月身后，麝月对着镜子，两人在镜中互相微笑。,Bao-yu followed close behind him; but麝月在镜中被王琦瑶变成了和他一般样貌的人，两人倒像是两头凑着气来的人，在一道微笑。,宝玉在麝月背后，麝月对着镜子，两人在镜中相对而笑。,Bao-yu was standing behind Musk. She was facing the mirror in which they were reflected laughing at each other.,"In her mirror, Miss Meimei looked at herself while looking at her reflection.","Bao-yu followed着他后, Jia Yu could see him reflected in the mirror.","Jia Baoyu stood behind Jing Yue, who was looking at herself in the mirror. They looked at each other and laughed.",Bao-yu stood behind Shi-yin and watched her apply powder to her cheeks. They smiled at each other in the mirror.,"In the mirror behind Mr. Pingyu, he looked at himself in return, while looking at her back.","Bao-yu followed him behind him, Bao-miao smiled at him as he looked into the mirror, and together they laughed at each other.","Jia Baoyu was behind Li Xuezhi, who looked at herself in the mirror, smiling at each other.","Bao-yu was standing behind Musk, which he had placed in front of the mirror while she dressed, and they looked at each other with smiles."
贾蓉先咬定牙不依，只说：“明日告诉族中的人评评理。”,But Jia Rong feigned the most obdurate incorruptibility and insisted that he would lay the matter next day before a council of the whole clan and see that justice was done.,Jiang Ling first said he would not agree to it if it was brought up at the clan council tomorrow.,"The next time Jia Rong tried to wring a straight face, his teeth appeared to grit more deeply than usual: 'Tomorrow I'll tell my retainers about it. . . .'","Zha Rong bit his teeth first and said, ""Tell my family tomorrow.""",Jia Rong held firm on his position and said: 'I'll tell the rest of the brothers about it tomorrow.',"Qian Cailin refused to be convinced by his teeth, saying: 'Tell my people what is right tomorrow.'""","In the course of a minute or two of argument Jia Rong finally gave in finally and made up his mind. 'I refuse to be dragged into this, Grandmother,' he said. 'Tomorrow I'll tell my relatives about it.'","Jia Rong refused to say a word. He said, ""Tell the clan about it tomorrow.""","Jia Rong was sure to resist long enough before giving in. 'I'll tell the rest of the clan tomorrow,' he said. 'They'll sort it out then.'","Feng Ling was determined not to be a little boy, so he said, ""Tell the clan what I think.""","It was not yet tomorrow, and Jia Rong, before he could make a straight determination on this, added : 'Tomorrow I shall let you decide whether to bring in this case or not.'","Jia Rong clenched his teeth and said, “Tell my family tomorrow to settle it.”",Jia Rong held fast to his ground. 'I'll tell the rest of the clan tomorrow and leave it to them to sort things out for themselves.'
那情景有一种莫测的悸动，是王琦瑶平静生活中的一个戏剧性的片刻。,There was a strange frisson attached to that scene; it was the most dramatic moment in Wang Qiyao's quiet life.,The scene has a mysterious tingle that is one of the dramatic moments in Mrs. O'Brien's life.,There was this palpitation that could have been produced when an unexpected crisis occurred in her peaceful life.,"There was a strange stirring in that scene, a moment of dramatic tension in Wang Qiuyue’s calm life.",Something unexpected threatened to set off a wave of excitement in this quiet life of her.,"The scene is tinged with a mysterious tremor, which is the moment when Mrs. O'Quinn calms down after her life of quietude.","There was a mysterious stab-pling excitement going on beneath her skin during this period of time, as if the tranquility of her quiet life were but a temporary act of desperation.","There was a kind of strange excitement that seemed almost out of place, a moment of dramatic tension in Wang Qifang’s peaceful life.",Something unexpected threatened to stir up a scene in Wang Qiyao's otherwise calm life.,The scene is like a wondrous ballet moment that is part of Ouija Board life for Mrs. Oogaya.,"The scene reminded Wang Qiyao briefly as though it were a play, as if her life was ready to be revived.",There was a strange excitement in that scene; it was a moment of drama in Wang Qiyue’s calm life.,"A sense of unpredictability well up in this moment, which was as calm a lifestyle as possible except for the scene before their eyes."
喂这些猪原来要三个妇女，现在要我一个人干。,"Originally there had been three women to do the job, but now the team leader assigned it all to me.","The pigs were supposed to have three women, but now I'm supposed to do it all by myself.",19] I must admit I don't work very well on those pigs.,"The pigs were originally fed by three women, now it is just me.",I used to need three women to feed the pigs; now I only need one.,The pigs have been feeding on three women before. Now they want me to do it all by myself.,"I had no idea they needed three women initially, but now it's up to me to do it by myself.",Feed these pigs now requires three women; before that it was just me.,To feed these pigs it used to take three women; now I could do it all by myself.,"The pigs were supposed to have three women, but now it is up to me alone.","Identifying these pigs would require three women, but now it's just me who's got to do it.",These pigs had originally needed three women; now it was up to me.,Previousy it had taken three women to feed the pigs; now I could do it all by myself.
忽然一粒砂粒钻进了她的眼睛，那么的疼，冷风又是那样的割脸，眼泪不停地流。,A grain of sand suddenly got into her eye. It was so painful and the cold wind was so cutting that her tears kept rolling down.,Suddenly a small sand grain pierced her eye. It was painful to the point of tears pouring down her face. Cold wind was cutting into her skin.,"A stone chunk bit into her eye, that pain so excruciatingly painful; wind coldness cut her face so deeply; and tears welled up continuously.","Suddenly a grain of sand got stuck in her eye, so painful, the wind was biting her face, tears were falling continuously.","All of a sudden a grain of sand got lodged in her eye, so painful; and cold air cut her face so sharply that tears began to flow.","Suddenly a grain of sand entered her eyes. It was very painful, and cold wind was cutting her face with every breath.","A sand particle broke through in her eye, that painful cry, and cold winds scraped away her faces, and tears kept coming out.","Suddenly a grain of sand got stuck in her eye, so painful, the cold wind was cutting at her face, tears were constantly flowing.","Suddenly a grain of sand got stuck in her eye, so painful; and the cold wind cut her face so sharply that she began to cry again.","Suddenly a grain of sand entered her eyes, so painful and cold wind blew on her face. Tears kept flowing.","A sand particle broke through in her eye, that hot wind now felt like cold ice; one after another, she cried out with tears.","Suddenly a grain of sand got stuck in her eye, so painful, and the wind was biting her face. She kept crying.","All of a sudden a sand particle got lodged in her eye, so painful; and the cold wind sliced across her face, making her tears flow constantly."
三闷儿爬起来，抢了一把三齿要砍我，别人劝开了。,"He got up, grabbed a pitchfork, and tried to stab me, but somebody stopped him.",Three moths awoke and grabbed one of three teeth that I wanted to cut you with. Others had already opened their mouths.,"Brother Mou got up and went to retrieve a三项腰刀, but I managed to get him to stop.","Three Miao jumped up, grabbed a three-toothed sword to stab me, but was stopped by others.","Sang happened to stand up and reach for them, but New Polygyrus stopped him.","I rise up on my tiptoes, and snatch a three-tusked blade from me, and they say that's all right.","Brother Luo got up and grabbed a three-bow,告诉他我们要干什么;另外几个人还在嘀咕些什么，他没给捉住。","Tripping up, he grabbed a three-toothed knife and tried to stab me, but was stopped by others.","Brother Smother climbed to his feet and reached for one of the three bronze knives, as others tried to stop him.","Three of us got up and took a piece of three-tusked wood, which we were going to use as a weapon, but the other person opened his mouth to help us.","Thumping out in his ruts above him, Three Trouble got up again and grabbed a three-horn snail in order to slit my throat, so many times that he had to ask someone to settle the matter.","Three of them got up, took a three-toothed knife, and wanted to chop me. Others stopped them.","Brother San questioned whether he should get out his three-pronged knife and chop her up, but someone stopped him."
我犹豫了几分钟，还是把装好的东西背上了肩，还用砍刀把屋里的一切都砍坏，并且用木炭在墙上写了：“XXX（军代表名），操你妈！”,"After a few minutes' hesitation, I slung the pack on my back. Then I hacked up everything in the place with a machete, found a piece of charcoal, and wrote 'xxx (the military deputy's name), fuck your mother!' on the wall.","I hesitated for a moment before putting everything I had prepared on my back and then used a saw to break down all the furniture in the house and wrote ""XXX (Representative of the Army) kill you!""","I thought about it for a few minutes and decided that I could carry the supplies over my shoulder and help herself by chopping down everything in the house, then I chopped out everything on the walls with carbon dioxide: Xe. (The military deputy.) Can you take care of me?","I hesitated for a few minutes before putting my things on my back and smashing everything inside the house with a hatchet. I then wrote on the wall “XXX (the military representative), f**k you!”","I hesitated for a few minutes, but in the end I decided to strap my stuff on and continue writing messages: 'Military deputy X, get the fuck out of me!' on the walls with my砍刀。","I hesitated for a few minutes before putting the thing back on my shoulders, then I chopped down all of the furniture in the house and put it on fire. Then I wrote “XXX (Representative) – You’re a scoundrel!” on the wall.",I thought about it for a few minutes and decided that I could carry the tools back home. Then I used a axe to chop down everything in the house and applied molotow to the place where it said: 'Xu Guo ( military deputy) in front of you! You son of a bitch!',"I hesitated for a few minutes before I put my things on my back, cut everything in the room with a hatchet, and wrote ""XXX (the military representative's name), f*** you"" on the wall with charcoal.","I hesitated for a few minutes, but finally decided to put my stuff on my back and walk away. I also wrote something on the wall: 'Military Deputy X, I'll fuck you.'","I hesitated for a few minutes before putting my things on my back and using a saw to cut everything down inside the house. Then I wrote on the wall: ""XXX (representative name) you're a fool!""","I thought about it for a few minutes and decided to carry on with my research with the packed-baggage, even snatched the axes and chopped down the whole house, and finally wrote on the wall, 'Xeotrope represents the Military Deputy (name on military commission). Tsk tsk you!'","I hesitated for a few minutes before I put everything back on my back and chopped all the furniture up and wrote “XXX (the military officer's name), f**k you” on the wall with charcoal.","I hesitated for a few minutes, but in the end I decided to strap the stuff to my back and slash up everything in the room. I also carried out the message: 'The military deputy fucking you.'"
顾炎武举起酒杯，高声吟道：,"Gu Yanwu raised his wine-cup and, in ringing tones, recited the following couplet:","Wu Zhenwu raised his glass, loudly sang:",Ta-ki-loa! (He raised his cup and sang out as he did so:,Gu Long lifted his cup and loudly recited:,Gu Yanwu raised his cup and loudly recited the lines of the song:,"I raised my glass of wine, loudly sang:","Chancing to see a cup of wine standing there, Gu Yanwu lifted it up and sang out in front of it:",Gu Lianwu lifted his wine cup and loudly recited:,Gu Yanwu raised his cup and louded out the lines of wine:,Wu Shengwu held his glass up high and sang out in a loud voice:,Taosong held his wine cup in his hand and drank loudly:,Gu Lingwu raised his wine cup and shouted loudly:,Gu Yanwu raised his cup and cried:
汽枪就是他的，而且他打瞎队长的母狗时，我就在一边看着。,"When he fired at the team leader's dog, I stood right beside him watching.","The gun is mine, and I was watching him shoot the dog of his boss when he killed my mother-in-law.","His air rifles were enough, and when he shot the mother dog of her husband, I had no choice but to stand there watching.","He owns the shotgun, and I watched as he killed the队长的母狗。","Well, the shotgun was his, and he'd shot the team leader's dog while I was looking on.","The gun is his, and when he shot down the mother dog of the leader, I was watching him from behind.","The gas machine was his and, anyway, when he shot the母狗的公鸡, I watched him do it.","It was his gun, and when he shot the队长的母狗，我就在一旁看着。","Well, the shotgun was his, and I watched as he shot the team leader's dog.","The gun is his, and when he shot down the dog of the commander, I was watching from a distance.","A gas gun was all his own and, when he shot the mother dog of her husband, I watched from side away.","He had a rifle, and he shot the captain's bitch when I was watching.","Well, his汽枪是她的，而且当他打死队长安乐狗时，我还在旁边看。"
好在运河上的运输并不像汪淼想象的那么繁忙，平均每天只有四十艘左右的大型船舶通过。,"Luckily, traffic along the canal wasn't quite as busy as Wang had imagined. On average, only about forty large ships passed through each day.","In addition, the transportation on the canal is not as busy as I imagined it would be. There were only 40 large ships passing through each day.","But the canal network wasn't as busy as Wang had imagined, averaging around 40 large ships a day.","Fortunately, shipping on the canals was not as busy as Wang Miao imagined; there were around forty large ships passing by every day on average.","Fortunately, the transportation on the canal was not as busy as Wang had imagined. Only about forty ships passed through on average each day.","In other words, the transportation network on the Yangtze River is not as busy as imagined by Liu Xiang, with just forty small vessels passing through every day.","But the canal network wasn't as crowded as Wang had imagined, averaging around 40 large ships a day.","Fortunately, the transport on the canals was not as busy as Wang Miao had imagined; it averaged about forty large vessels each day.","Fortunately, the transportation on the canal was not as busy as Wang had imagined. Every day only about forty ships passed through on average.","Good news is that the transportation network on the Danube does not seem as busy as assumed by Liu Xing, averaging about 40 large vessels per day.","But the transportation above the canal didn't seem as busy as Wang had imagined, with between forty and fifty large ships passing daily along this main river artery.","Fortunately, the transport across the canals was not as busy as Wang Mao had imagined – only about forty large ships passing by on average each day.","Fortunately, the transportation on the canal was not as busy as Wang had imagined. Every day about forty large ships passed through the locks."
后来她不挣扎了，对我说，混蛋，你要把我怎么办。,"After a while, she no longer struggled and said, You bastard! What are you going to do with me?","After she didn't protest anymore, I said to her, ""Bullshit! What's going to happen to you?""","After a while, she stopped挣扎，说：混蛋，你叫我干什么。","Later she didn’t struggle anymore and said to me, “Son of a bitch, what am I going to do?”","After a while, she stopped struggling and told me, You stinking little bastard, what are you going to do to me?","And she didn't struggle anymore. She said to me, ""I'm going to make you suffer.""","After a while, she stopped flapping her fists at me, saying, Huh! What kind of idiot am I supposed to be? Will you do what I tell you next. . . .","Later she stopped struggling, saying to me, ""Son of a bitch, what do you want me to do?""","After a while, she no longer struggled and told me, You hot bastard, what are you going to do to me?","Later, she didn't protest anymore and said to me, ""Bullshit, what do you want from me?""","After a while, she stopped挣扎，说：Stupid! What will he do to me?","Later she didn't struggle, saying to me, ""Son of a bitch, what am I going to do with you?""","After a while, she stopped struggling and said to me, You're a bastard. What do you want to do to me?"
窗玻璃也是黄的，有着污迹，看上去有一些花的。,"The windows also turn a golden yellow, but they are scratched and stained.","The glass of windows is yellow, with stains on it, which looks like a flower.","The glass window is yellow, and this has stains that make it look like a garden flower.","The glass window is yellow with spots of dirt on it, looking a bit faded or faded.","The windows were yellowed by smoke and had left stains on the glass, which looked faded.","The glass is also yellow, with spots on it, which looks like something's blooming.","The windows were yellow, and the crumbs left on them looked like chaff.","The window glass is yellow with stains, looking a bit blotchy.","The windows were yellowed with dirt, and the walls looked badly chipped and blighted.","The glass is also yellow, with a stain, and there are some flowers on it.","The windows turned a yellowish nodule upon entering, filled with crumbs that formed a sprig of flowers.",The window glass is yellow with stains that look a bit dirty.,"The windows were yellowed with dirt, giving the appearance of a faded hue, like something out of the old days."
然而，这城市里的真心，却唯有到流言里去找的。,Only in gossip can the true heart of this city be found.,"Yet, this city's true feelings were only found in rumors.","There, of course, truth can only be found if it is discovered through gossip.","However, the sincerity of this city can be found only in rumors.",But he realized that the truth he was looking for had to be found among the rumors of the city.,But the city's heart is not found there; it is found in whispers.,"There, of course, true feelings live: it just needs a bit of absorbed into the gossip of the city.","Yet, the genuine heart of this city can be found only in rumors.","But if one wants to taste the true essence of this city, he must go in search of it among gossip.",But this city's heart is found only by whispering in its ears.,"There, of course, true feelings must be expressed, but only through gossip.","However, the sincerity of this city is found only in the gossip.","But if he was going to pour himself out completely, he might as well go looking for it in the corridors of gossip."
唯一和过去不同的是手上被硝酸染得焦黄。,The only difference was that my fingers had been burned yellow by nitric acid.,The difference between what is unique and what is different today lies in the way that one's hands are stained with sulfuric acid.,It was the only one who had actually seen the red-black stain on his hand because it had been so dirty.,The only difference is that his hands are burnt yellow from acid.,The only difference was that her hands were yellowed by the acid.,The key difference between what we have and what you have is that I am wearing something that has been dyed with nitric acid.,"It was the only man who, though his hands had been decorated with sulfuric acid, looked old-fashioned.",The only difference is that his hands are now burnt yellow from acid.,The only difference was that her hands were yellowed by the chemical.,The only difference between the present and what happened is that it is covered in vinegar.,It was the only one who had actually seen the red-blue cast of laurels on his hand because of the solution of sulfuric acid.,What's different is that his hands have turned yellow with acid.,The only difference was that his hands were yellowed by perchlorate.
韦小宝想要打手势叫她别说，却又不敢移动手臂。,"When Trinket heard the old eunuch's question, he wanted to signal to Blossom not to let on that he was there, but dared not risk even moving his hand.",Qian Xiaoping wanted to call out with a gesture but he was afraid to move his arms.,Trinket was in a complete silence: couldn't he make a sound? But the little brat of mine wasn't listening.,Wu Xiaoya was about to say something when she saw that he could not move his arm.,"Trinket could wish that he could have signalled to her not to say anything, but the movement was too obvious.","In English, he wants to gesture like that but cannot move his arms.",Trinket was in a complete silence: he could hardly see past the agony in his belly.,Wu Xiaohong wanted him to gesture for her not to say anything but he didn’t dare move his arm.,"Trinket was about to shake his head to tell her not to say anything, but was too nervous to move his arm.","Weiqiǎng wanted to make a gesture to call her not to say, but he couldn’t move his arm.","He was at a loss how to do it. No matter what he did, she couldn't move her arms at his command.","Wu Xiaoya wanted him to gesture for her not to say anything, but he was afraid of moving his arm.","Trinket more than once wanted to point at her and tell her not to say this, but was too afraid of interrupting."
女婴啼哭不休。 她母亲温言相呵，女婴只是大哭。,The little girl was crying in a continuous wail which her mother's gentle words of comfort were powerless to console.,"The girl is crying continuously. She just bawls to her mother, but she doesn't cry.","She knew she could not help these helpless babies, so she called to her in her cold words: 'I can't help you if you cry, however; you have to cry on your own.","The baby girl is crying non-stop. Her mother speaks gently to her, but she continues to cry.","The baby continued to cry spitefully, no matter how motherly her words were.","A baby is crying incessantly. Her mother spoke gently, but her daughter just cried.","She needed attention, but she was told to stink off.","The baby girl was crying loudly. Her mother coaxed her with gentle words, but she continued to cry.","The baby began crying without stopping, and though her mother was speaking sweetly to her, she became even more agitated.","The child weeps ceaselessly. Her mother was gentle and comforting, but her daughter just cried uncontrollably.","The baby continued to cry, her mother holding on for dear life that it would stop.",The baby girl is crying continuously. Her mother coos at her but she continues to cry.,"The baby began crying without apparent cause and her mother, speaking kindly to her, could not induce any response."
它是理不直气不壮，只能背地里窃窃喳喳的那种。,"There is nothing aboveboard about it, nothing straight and narrow; it can only whisper secrets behind people's backs.",It is a person who lacks moral strength and cannot speak out openly behind his back.,"It is impossible for them to be serious unless they are weak inside the cage—meaning wounded, angry, jealous, or just jealous.","It's a type of person who is not only unprincipled but also weak in face, so they can only whisper secretly.","It feels wronged and humiliated whenever it tries to speak up, so it has to engage in backroom chit-chat.","It is that it has no virtue or strength of character, and cannot speak openly behind closed doors.","It is untrue, stupid, even evil; hidden inside a comfortable seat like this that nobody sees, it goes on gossiping all by itself.",It's a kind of talking amongst ourselves that can't be openly discussed or expressed.,It always goes behind people's backs. They're too embarrassed to brag.,"It is not true that one has a straight heart and a strong spirit. That kind of thing only comes from behind, whispering among themselves.",It is impossible for them to be honest when they should: gossiping secretly and seduced by others' lies.,"It's a kind of thing that is not dignified enough to be proud of, so it has to whisper among itself in secret.",Rumors have to take the low road; they don't have the power to go public.
故乡的黑土本来就是出奇的肥沃，所以物产丰饶，人种优良。 民心高拔健迈，本是我故乡心态。,"The black soil of my hometown, always fertile, was especially productive, and the people who tilled it were especially decent, strong-willed, and ambitious.","The Black Soil of Our Country is indeed rich and fertile, so it produces abundant produce and has a superior population. The hearts of our people are high, and this is why we have such a good heart in our country.","My hometown was endowed with an unusual rich soil, which bred a great many products, gave a golden complexion, and raised a noble人心, so that in my heart it felt like the town's.","The black earth of my hometown was originally rich soil, so its produce was abundant, people were good at cultivating crops. My hometown's attitude towards life is high and strong, it is what I like.",The black earth in his hometown had been unusually rich in营养， so the area was productive and people were fine–the heart of the village attitude.,"The Black Soil of the故乡 is indeed very fertile, so there are abundant produce and a good people's character. The heart of my hometown was high spiritedness.","My childhood acquaintance was so fertile that produced such abundant produce, which was so good for people that we preferred it; and in any case our roots were deep-rooted, which is what makes a Morangan man or woman stick to their hometown.","The black earth of my hometown was originally fertile, so it produced abundant crops and people with high moral character. My hometown's spirit is that I have always been.","The black earth of our hometown is really rich and fertile, so diverse and fine a product does not grow anywhere else. We have a heart here that's high-tempered, strong-willed, and elegant.","The Black Soil of My Fatherland is indeed rich and fertile, so it yields abundant produce and cultivates a healthy populace. The hearts are high, and I am your home.","My hometown was endowed with an unusual abundance of soil, which accounted for why it produced such prodigious products, and for this reason my people天生具有的魄力和斗志都是如此浩荡高尚。","The black soil of my hometown was naturally fertile, so it produced abundant produce, with people's character high, strong, and fit. This was a mindset of my hometown.","The black soil of my hometown is so well-fed that the things that grow in it are plentiful and of high quality, and the people who grow up there are smart, strong, and quick-witted, a mindset at once remarkable and familiar to me."
轿夫身上散发出汗酸味，奶奶有点痴迷地呼吸着这男人的气味，她老人家心中肯定漾起一圈圈春情波澜。,"The men's bodies emitted the sour smell of sweat. Infatuated by the masculine odour, Grandma breathed in deeply – this ancestor of mine must have been nearly bursting with passion.",The porter waists out of sweat and has a faint smell of his own man's odor on his back. She must have been swaying with the scent of spring inside her heart.,"The bearers released notes of sweat and sore throat on her as she breathed deeply, feeling a swirl of springy情怀, likely fueled by which-way-upon heart.",The man's smell on his body was making a dampness on his grandmother's chest. Her heart must be beating with waves of spring love.,"The odour of sweat dripped from his skin attracted Grandma to his story, causing waves of desire to break out inside her old nether regions.","The porter exhaled a stench of sweat and acid on his body, and her grandmother was getting choked with the smell of this man's fragrance. She must have felt springy waves of affection within her heart.","The bearers released their breath through their nose as they breathed on the strange scent of the man, whose core passions wafted around Grandma's heart.","The man’s sweat stench wafted off his body, and the old woman was slightly mesmerized by this scent, causing her heart to stir up a series of spring love waves in her mind.",The smell of sweat seeping through the linseed oil soaked cloth sent shivers of desire up Grandma's anxious belly.,"The porter wafts a faint odor of sweat and breathes the man's scent, her grandmother seems to be deeply absorbed in this man's fragrance, her heart must have been filled with a springy sentiment.","The bearers released a sweet odour on the ride, causing Grandma to breathe heavily, so heartily she was swirling with a spring of romantic passion.",The man’s scent wafted off the shoulders of the carriage driver; his sweat and vinegar odor made the old lady’s breath catch in her throat. She could feel the spring tides rise in her heart.,The odour of sweat mingling with sour cream fascinated her.
韦小宝不肯服输，心想你大胆偷食，我的胆子也不小于你，当即拿起一块千层糕，肆无忌惮的放入口中。,"Trinket was not going to be outdone. If this young fellow could continue calmly scavenging, so could he. He popped another slice of layer cake nonchalantly into his mouth.","Wu XiaoPao did not give up. He thought that you were bold enough to steal, and my courage is no less than yours, so he picked a thousand-layer cake and ate it with wild abandon.","Trinket was reluctant to concede, because he thought that his tempestuous courage was no less than yours. So he grabbed a large confectionary patty, unbridled enthusiasm, and dived in with gusto.","Wu Xiaoya was furious. She had never seen such a scene before. ""How dare you steal my food?"" she asked angrily.","Trinket was more determined than ever to show the old gentleman that he could eat as well as he had eaten. Selecting one of the layers at random, he threw himself onto the bed and began tearing off large pieces from that layer and putting them in his mouth.","The characters in this sentence do not seem to be from Chinese, but rather they appear to be a combination of different languages or words that may have originated from a variety of cultures or languages. Could you please clarify which language these characters represent?","Trinket was unwilling to admit defeat, but thought that his chivalrous defiance must have made the both boys as braver as he was. So he grabbed a large one, deliberately swallowing it all without looking up to see whether or not they were all as tenacious as him.","Wu Xiaoya was determined not to lose, thinking that you had stolen my food, I would not be any less daring. So he picked up a thousand-layer cake, ate it without restraint.","Trinket realized that if he wished to win back his cake, he must first learn to be as bold as the chocolate cake had been allowing himself to be. So he picked up a large slice of cake.","Qian Xiaobang did not want to be defeated. He thought that you were so bold enough to steal from me, too; he picked up a dozen-layer cake and let it pass his tongue without restraint.","Trinket was reluctant to give up, thinking that his chancery could still be cheated of. He decided to make a big fool of himself and took another handful of Leprous Cake, unwilling to take the same as his friend's.","Wu Xiaopang is not willing to give up. He thought that you dare to eat my food, but I also dare to eat your food. At once he picked up a layer of cakes and ate them without any fear.","Trinket was not about to admit that he had been beaten. After all, if he had stolen a cake at mealtime, his was a braver stomach than the other man's, which meant that he immediately picked up a layer of cake anyway and popped it into his mouth spitefully."
叶文洁彻底无语了。,Ye had no words.,The translator has no words left to say.,Ye was dead with frustration.,Ye Wenji fell completely silent.,Ye finally had nothing to say.,"Quan Wenlan completely lost his mind.""",Ye was in a complete stare-dow about this.,Ye Wenjie was speechless.,Ye completely lost her voice.,"The translation of ""叶文洁彻底无语"" is: ""The speaker completely lost it.""",Ye could not say anything.,Ye Wenji was speechless.,Ye completely lost her voice.
凤姐道：“正是呢。,"'Yes, indeed!' said Xi-feng.","Qiu Xi said, ""It is true.""","That's right,' said Xi-feng.","Mrs. Feng said: ""That's just it.""","Exactly,' said Xi-feng.","Qianfei said that it was true.""","Exactly,' said Xi-feng.","Mrs. Zhao said, ""It is indeed so.""",Exactly!' said Xi-feng.,"Qian'er said, 'Exactly so.'","Exactly,' said Xi-feng.","Mrs. Fang said, ""That's right.""",Exactly!' said Xi-feng.
谈到了当年的各种可能性，谈到了我写的交待材料，还谈到了我的小和尚。,"We talked about everything we could have done back then, the confessions I wrote, and even the little Buddha of mine.","Regarding possibilities of what happened last year, I wrote a statement, as well as my little disciple.","She talked about all kinds of possibilities, talked about my confessions, and even mentioned my little Buddha.","We talked about all kinds of possibilities back then, my交代 materials, and even my monk.","We talked about many possibilities then, about my confessions back then, and even mentioned my little Buddha.","I discussed various possibilities, also mentioned my written statement, and talked about a small monk.","We talked about all kinds of possibilities, about my confessions, and about my little Buddha.",We discussed all kinds of possibilities back then. We mentioned my交代 materials. And we also talked about my monk.,"We discussed various possibilities back then, including my confession at the time and even my little Buddha.","I talked about various possibilities at that time, as well as my written statement of affairs, and also about my little monk.","She talked about all kinds of possibilities, talked about my confessions, and even mentioned my little Buddha.","We talked about all kinds of possibilities back then, my交代 materials, and my monk.","We discussed various possibilities from back when, mentioned my confessions at that time, and even mentioned my little Buddha."
凤姐笑道：“你哄我呢!,'You must be joking!' said Xi-feng.,"Qian Xi said, 'You're making me laugh!'""",Ha ha!' cried Xi-feng. 'You have to be kidding me!,"The凤 is a character name, which means ""Phoenix"" or ""Phoenix"". In this context, it's likely referring to someone named Phoenix. The translation would be: ""Phoenix laughed and said.""",Xi-feng laughed. 'You are trying to trick me!,Qian Ai smiled. 'You're playing me tricks!',Ha ha!' said Xi-feng delightedly. 'You have to lie to me so that I will help you!',"Mrs. Feng laughed: ""You're lying to me!""",You're hoaxing me!' said Xi-feng with a laugh.,"Qiu Qian smiled and said, 'Are you trying to make me mad?'""",Humour!' said Xi-feng.,"Feng Jie said, ""You're playing me!""",Xi-feng laughed: 'You're trying to trick me!
她说，要干就干，没什么关系。,"She said, If you feel like it, just do it. I don't care.","She said that she would do it, no matter what.","She said, Just do it. No matter what.",She said that she would do it no matter what happened.,"She said, Let's do it then. It shouldn't make any difference.","She said that she would do it, whatever the consequences were.","She said, Just do it. No matter what inconvenience it might cause.","She said that if she wanted to do it, there was no need to care about anything.","She said, Go ahead! The decision is hers. There's no difference.","She said that she would do what she wanted to do, no matter how difficult it was.","She said, Let's do it. No relationship would be damaged.","She said, ""If you want to do something, then just go for it. There's no harm.""","She said, Do it then! The decision is yours. There's no conflict."
